	v5_5_gene	JGI_v5.5_ID	JGI_v6	transcript	gene	k0	k4	BetweennessCentralitychlamynetUnDirected	OutdegreechlamynetUnDirected	IndegreechlamynetUnDirected	BetweennessCentralitychlamynetDirected	OutdegreechlamynetDirected	IndegreechlamynetDirected
3130	Cre14.g613850	Cre14.g613850.t1.1	ChCC-v11030157m.g	Cre14.g613850.t1.3	Cre14.g613850	0.0497148824169063	0.3530996181058792	5.887504946646793e-06	0.0	3.0	0.0	0.0	3.0
3132	Cre14.g633950	Cre14.g633950.t1.2	ChCC-v11031146m.g	Cre14.g633950.t1.2	Cre14.g633950	0.205919653170982	0.3525027219343016	0.0002658835092095	2.0	11.0	0.0005547690771769	2.0	11.0
3133	Cre14.g619850	Cre14.g619850.t1.1	ChCC-v11030421m.g	Cre14.g619850.t1.3	Cre14.g619850	0.1468084328445715	0.4731030374893573	0.0	2.0	0.0	0.0	2.0	0.0
3134				Cre14.g616650.t1.2	Cre14.g616650			0.0	0.0	1.0	0.0	0.0	1.0
3136	Cre14.g629300	Cre14.g629300.t1.1	ChCC-v11030876m.g	Cre14.g629300.t1.3	Cre14.g629300	0.106565479186825	0.4465605385321309	4.395169827509877e-05	13.0	13.0	0.071740856330948	13.0	13.0
3138	Cre14.g614450	Cre14.g614450.t1.1	ChCC-v11030175m.g	Cre14.g614450.t1.2	Cre14.g614450	0.1443864937376231	0.4762638082563875	9.652512122061256e-05	36.0	79.0	0.0185630825529443	36.0	79.0
3139	Cre14.g612100	Cre14.g612100.t1.1	ChCC-v11030073m.g	Cre14.g612100.t1.3	Cre14.g612100	0.3240746472720355	0.7305813376288561	0.0001956546489857	18.0	9.0	0.0338617372369814	18.0	9.0
3140	Cre14.g633789	Cre14.g633789.t1.2	ChCC-v11031136m.g	Cre14.g633789.t1.2	Cre14.g633789	0.3377728285723358	0.7687016759015488	1.1807934968542825e-07	12.0	0.0	0.0	12.0	0.0
3143	Cre14.g631350	Cre14.g631350.t1.1	ChCC-v11030989m.g	Cre14.g631350.t1.3	Cre14.g631350	0.0885852024329522	0.3417411394740146	0.0	1.0	0.0	0.0	1.0	0.0
3150	Cre14.g612500	Cre14.g612500.t1.2	ChCC-v11030085m.g	Cre14.g612500.t1.2	Cre14.g612500	0.0421967441623211	0.2950078106818646	0.0002369106846718	2.0	0.0	0.0	2.0	0.0
3156	Cre14.g631800	Cre14.g631800.t1.2	ChCC-v11031017m.g	Cre14.g631800.t1.2	Cre14.g631800	0.1847683414807332	0.5764088985331177	0.0012790795113623	8.0	6.0	0.3700554019926256	8.0	6.0
3158	Cre14.g628450	Cre14.g628450.t1.1	ChCC-v11030824m.g	Cre14.g628450.t1.1	Cre14.g628450	0.0464544745802179	0.5285310022207659	1.5698225920235378e-05	1.0	2.0	0.0021528532244706	1.0	2.0
3161				g14991.t1	g14991			0.0001309661481274	8.0	1.0	2.554066142061481e-06	8.0	1.0
3164				g14747.t2	g14747			0.0021723391078321	10.0	14.0	0.1160872675917528	10.0	14.0
3165	Cre14.g619050	Cre14.g619050.t1.2	ChCC-v11030388m.g	Cre14.g619050.t1.2	Cre14.g619050	0.1004797434139376	0.4357073866863334	0.0042950402187566	4.0	5.0	0.5913775084893075	4.0	5.0
3166	Cre14.g617850	Cre14.g617850.t1.1	ChCC-v11030322m.g	Cre14.g617850.t1.3	Cre14.g617850	0.1614380352005471	0.5566562881254559	0.0024083745991779	17.0	12.0	0.1275954264083087	17.0	12.0
3167	Cre14.g615750	Cre14.g615750.t1.1	ChCC-v11030218m.g	Cre14.g615750.t1.1	Cre14.g615750	0.0194185604495561	0.4783478141075851	0.0025237550601682	9.0	13.0	0.1157742560205873	9.0	13.0
3168	Cre14.g609300	Cre14.g609300.t1.2	ChCC-v11029953m.g	Cre14.g609300.t1.2	Cre14.g609300	0.137070910401393	0.395322240473688	2.143431866954465e-06	2.0	3.0	0.00629330551291	2.0	3.0
3170	Cre14.g621650	Cre14.g621650.t1.1	ChCC-v11030501m.g	Cre14.g621650.t1.3	Cre14.g621650	0.0117880619215572	0.228596534975732	0.0001323080342927	5.0	1.0	0.010357065460476	5.0	1.0
3176				Cre14.g629429.t1.2	Cre14.g629429			0.0002383639855041	1.0	3.0	0.0007584962534484	1.0	3.0
3179	Cre14.g627900	Cre14.g627900.t1.2	ChCC-v11030796m.g	Cre14.g627900.t1.2	Cre14.g627900	0.0053097566910462	0.3960505726503726	2.4290213786177142e-05	3.0	14.0	0.0083738872056863	3.0	14.0
3181	Cre14.g618860	Cre14.g618860.t1.1	ChCC-v11030370m.g	g14912.t1	g14912	0.0750625939177369	0.3897309892761219	0.0002589840315293	1.0	2.0	0.0001258228408226	1.0	2.0
3185	Cre14.g615500	Cre14.g615500.t1.1	ChCC-v11030212m.g	Cre14.g615500.t1.3	Cre14.g615500	0.1248275596904486	0.3711742880550849	0.0	0.0	1.0	0.0	0.0	1.0
3186				g15209.t1	g15209			0.0001428345837457	42.0	5.0	0.2473719578754262	42.0	5.0
3187	Cre14.g618350	Cre14.g618350.t1.1	ChCC-v11030343m.g	Cre14.g618350.t1.3	Cre14.g618350	0.3720896072822215	0.709232207915012	2.058038989153677e-05	3.0	6.0	0.0065861281570709	3.0	6.0
3189	Cre14.g630895	Cre14.g630895.t1.1	ChCC-v11030965m.g	g15202.t1	g15202	0.2119252288387578	0.4948799869066326	1.2909886776276592e-06	5.0	4.0	0.0001601538607686	5.0	4.0
3190				g15202.t2	g15202			1.2909886776276592e-06	5.0	4.0	0.0001601538607686	5.0	4.0
3192				Cre14.g626150.t1.2	Cre14.g626150			0.0006689083646857	15.0	4.0	0.0057249913392109	15.0	4.0
3193	Cre14.g608850	Cre14.g608850.t1.2	ChCC-v11029932m.g	Cre14.g608850.t1.2	Cre14.g608850	0.0836854433911027	0.4067432181190213	0.0011006234855815	9.0	2.0	0.0305937848418293	9.0	2.0
3194	Cre14.g626466	Cre14.g626466.t1.1	ChCC-v11030704m.g	Cre14.g626450.t1.2	Cre14.g626450	0.0814753807520965	0.3669547990351923	0.0002369106846718	2.0	0.0	0.0	2.0	0.0
3195	Cre14.g617400	Cre14.g617400.t1.2	ChCC-v11030305m.g	Cre14.g617400.t1.2	Cre14.g617400	0.0907449834649737	0.2973923780493773	0.0006977777382343	14.0	2.0	0.0909848935970797	14.0	2.0
3198	Cre14.g616850	Cre14.g616850.t1.1	ChCC-v11030277m.g	Cre14.g616850.t1.2	Cre14.g616850	0.1950540912969212	0.4749367792341574	0.000792799562325	164.0	4.0	0.7650995825164324	164.0	4.0
3200	Cre14.g625400	Cre14.g625400.t1.1	ChCC-v11030644m.g	g15065.t1	g15065	0.0035885235925022	0.2339222479292817	0.0	0.0	1.0	0.0	0.0	1.0
3201	Cre14.g617150	Cre14.g617150.t1.1	ChCC-v11030289m.g	Cre14.g617150.t1.3	Cre14.g617150	0.0804988775722356	0.4393414966795845	0.0	0.0	1.0	0.0	0.0	1.0
3203	Cre14.g615050	Cre14.g615050.t1.2	ChCC-v11030199m.g	Cre14.g615050.t1.2	Cre14.g615050	0.0221733033736	0.3230871870693408	0.0044334278292292	24.0	11.0	0.5608348681233271	24.0	11.0
3205	Cre14.g613200	Cre14.g613200.t1.1	ChCC-v11030132m.g	Cre14.g613200.t1.3	Cre14.g613200	0.1293621488936591	0.4338141861738891	0.0001295827737574	4.0	2.0	0.0006597798068945	4.0	2.0
3207				g15120.t1	g15120			0.0002149718483085	1.0	8.0	0.0005446078270264	1.0	8.0
3208	Cre14.g633350	Cre14.g633350.t1.1	ChCC-v11031117m.g	g15269.t1	g15269	0.1903691523142822	0.4677487144252656	2.3231055156080517e-05	5.0	2.0	0.0350756306959401	5.0	2.0
3209	Cre14.g621450	Cre14.g621450.t1.2	ChCC-v11030492m.g	Cre14.g621450.t1.2	Cre14.g621450	0.0232438149812532	0.1211696740091441	0.0006751367463353	5.0	29.0	0.0708033147431292	5.0	29.0
3210	Cre14.g619854	Cre14.g619854.t1.2	ChCC-v11030423m.g	Cre14.g619854.t1.2	Cre14.g619854	0.1631669612669637	0.4530291953600481	0.0009212817847167	1.0	2.0	0.3385785438469363	1.0	2.0
3211				g14702.t1	g14702			3.497310954604048e-06	4.0	6.0	0.0010252200716871	4.0	6.0
3212	Cre14.g629050	Cre14.g629050.t1.2	ChCC-v11030858m.g	Cre14.g629050.t1.2	Cre14.g629050	0.131781300676678	0.5094290628853599	1.5900195049815389e-06	4.0	0.0	0.0	4.0	0.0
3213	Cre14.g630859	Cre14.g630859.t1.1	ChCC-v11030957m.g	g15198.t1	g15198	0.0435101599739861	0.3237997761965808	0.0	1.0	0.0	0.0	1.0	0.0
3215	Cre14.g616600	Cre14.g616600.t1.2	ChCC-v11030255m.g	Cre14.g616600.t1.2	Cre14.g616600	0.0314711837635192	0.3070574147993855	0.0008675354725002	3.0	4.0	0.0076985667378243	3.0	4.0
3218	Cre14.g613300	Cre14.g613300.t1.2	ChCC-v11030135m.g	Cre14.g613300.t1.2	Cre14.g613300	0.1073256327305049	0.4261439371541895	0.0212028211338339	0.0	10.0	0.0	0.0	10.0
3219	Cre14.g610400	Cre14.g610400.t1.2	ChCC-v11029992m.g	Cre14.g610400.t1.2	Cre14.g610400	0.1890683455118087	0.4879406746058619	0.0	1.0	0.0	0.0	1.0	0.0
3220	Cre14.g632767	Cre14.g632767.t1.1	ChCC-v11031075m.g	g15248.t1	g15248	0.0858077633833081	0.3970319270592783	0.0002217733087842	3.0	0.0	0.0	3.0	0.0
3221	Cre14.g625802	Cre14.g625802.t1.1	ChCC-v11030667m.g	g15074.t1	g15074	0.0375912178452028	0.2372096097014652	0.0001977381593695	10.0	0.0	0.0	10.0	0.0
3222	Cre14.g624550	Cre14.g624550.t1.1	ChCC-v11030597m.g	Cre14.g624550.t1.1	Cre14.g624550	0.0652585327422223	0.3596798101964146	0.0015914559875572	19.0	2.0	0.0787066223959946	19.0	2.0
3223	Cre14.g609500	Cre14.g609500.t1.1	ex.Chreiv61e030241m.g	Cre14.g609500.t1.3	Cre14.g609500	0.378980374907456	0.6067677284593105	0.0004510048410172	32.0	8.0	0.0641709760737538	32.0	8.0
3227	Cre14.g621400	Cre14.g621400.t1.1	ChCC-v11030491m.g	Cre14.g621400.t1.3	Cre14.g621400	0.1696384559174915	0.541246763150975	0.0	0.0	1.0	0.0	0.0	1.0
3230	Cre14.g620900	Cre14.g620900.t1.2		Cre14.g620900.t1.2	Cre14.g620900	0.7662384356489861	1.405838388804876	0.0004224943105338	54.0	27.0	0.0751048590216005	54.0	27.0
3233	Cre14.g619800	Cre14.g619800.t1.2	ChCC-v11030419m.g	Cre14.g619800.t1.2	Cre14.g619800	0.1536799373589671	0.4288905300707049	8.482526855783697e-05	3.0	0.0	0.0	3.0	0.0
3234	Cre14.g622050	Cre14.g622050.t1.1	ChCC-v11030511m.g	Cre14.g622050.t1.3	Cre14.g622050	0.0846343436464751	0.5246968830648591	2.8054929027090408e-05	1.0	1.0	0.0018168110934936	1.0	1.0
3235	Cre14.g625050	Cre14.g625050.t1.1	ChCC-v11030622m.g	Cre14.g625050.t1.3	Cre14.g625050	0.2724529088468772	0.4971083879631045	0.0	0.0	1.0	0.0	0.0	1.0
3238	Cre14.g618250	Cre14.g618250.t1.1	ChCC-v11030340m.g	g14894.t1	g14894	0.1113150038387049	0.4961281805990148	0.0001448505913487	40.0	109.0	0.0274568133755009	40.0	109.0
3239	Cre14.g615000	Cre14.g615000.t1.1	ChCC-v11030198m.g	Cre14.g615000.t1.3	Cre14.g615000	0.0555809791152913	0.2119252288387578	0.0022628180040243	39.0	29.0	0.8264258767266572	39.0	29.0
3240	Cre14.g619166	Cre14.g619166.t1.1	ChCC-v11030391m.g	g14921.t1	g14921	0.0260895870640616	0.2106767890998016	8.8116246586678e-07	5.0	0.0	0.0	5.0	0.0
3242	Cre14.g625901	Cre14.g625901.t1.1	ChCC-v11030680m.g	Cre14.g625900.t1.3	Cre14.g625900	0.3069343732110527	0.5421172115295464	1.839862010083188e-08	1.0	4.0	0.0001097056522136	1.0	4.0
3256	Cre14.g608200	Cre14.g608200.t1.1	ChCC-v11029907m.g	Cre14.g608200.t1.3	Cre14.g608200	0.451606016808305	0.7800169381038315	0.0004827563290699	4.0	3.0	0.0018397064721242	4.0	3.0
3257	Cre14.g611850	Cre14.g611850.t1.2	ChCC-v11030061m.g	Cre14.g611850.t1.2	Cre14.g611850	0.0236861790377241	0.3103960972958031	0.0002802516505088	4.0	1.0	0.0201624799626622	4.0	1.0
3261	Cre14.g610050	Cre14.g610050.t1.2	ChCC-v11029979m.g	Cre14.g610050.t1.2	Cre14.g610050	0.0474762968328584	0.3084793191282796	0.0003736372124241	6.0	3.0	0.0304948292571979	6.0	3.0
3263				g14759.t1	g14759			1.6905727020351868e-05	3.0	3.0	0.0065293049735122	3.0	3.0
3264	Cre14.g618900	Cre14.g618900.t1.2	ChCC-v11030372m.g	Cre14.g618900.t1.2	Cre14.g618900	0.0560532415828824	0.4202146904507929	0.0	0.0	1.0	0.0	0.0	1.0
3270	Cre14.g616250	Cre14.g616250.t1.2	ChCC-v11030241m.g	Cre14.g616250.t1.2	Cre14.g616250	0.0281282965938407	0.3270363986101834	0.0002244109550037	44.0	10.0	0.1912687760377752	44.0	10.0
3276				Cre14.g630350.t1.3	Cre14.g630350			0.0035004651105505	4.0	14.0	0.1356064365434721	4.0	14.0
3277	Cre14.g625850	Cre14.g625850.t1.1	ChCC-v11030678m.g	Cre14.g625850.t1.3	Cre14.g625850	0.0849832338853436	0.4114870394238625	0.0023203671338571	6.0	0.0	0.0	6.0	0.0
3279				Cre14.g621172.t1.2	Cre14.g621172			0.0002776222084111	5.0	1.0	0.0449067952012995	5.0	1.0
3280				Cre14.g617450.t1.2	Cre14.g617450			0.0001981803606772	4.0	3.0	0.6296877040875116	4.0	3.0
3281				Cre14.g627950.t1.2	Cre14.g627950			2.334835259676368e-06	1.0	1.0	0.0006163039828708	1.0	1.0
3283	Cre14.g620150	Cre14.g620150.t1.1	ChCC-v11030437m.g	Cre14.g620150.t1.1	Cre14.g620150	0.0470094572475743	0.2907294931166729	0.0	0.0	1.0	0.0	0.0	1.0
3284	Cre14.g626634	Cre14.g626634.t1.1		g15092.t1	g15092	0.1427297849283432	0.4363723756371955	0.0002880191439314	17.0	2.0	0.0135127669486884	17.0	2.0
3290	Cre14.g611150	Cre14.g611150.t1.2	ChCC-v11030022m.g	Cre14.g611150.t1.2	Cre14.g611150	-0.0	0.3124788065297172	3.5873869289238616e-06	2.0	1.0	0.0002004520921604	2.0	1.0
3296	Cre14.g608750	Cre14.g608750.t1.2	ex.Cre14.g608750.t1.2.g	Cre14.g608750.t1.2	Cre14.g608750	0.196755095745049	0.4961091922958087	0.0001048495626859	8.0	4.0	0.0875928323448806	8.0	4.0
3298	Cre14.g624500	Cre14.g624500.t1.2	ChCC-v11030595m.g	Cre14.g624500.t1.2	Cre14.g624500	0.0350097875061645	0.3018831721580496	0.0002891948059046	11.0	34.0	0.5706190947048578	11.0	34.0
3299	Cre14.g625350	Cre14.g625350.t1.1	ChCC-v11030642m.g	Cre14.g625350.t1.3	Cre14.g625350	0.0547996476559404	0.2883561241622465	0.0	2.0	0.0	0.0	2.0	0.0
3301	Cre14.g633500	Cre14.g633500.t1.1	ChCC-v11031123m.g	g15273.t1	g15273	0.0720263101217051	0.2530256188715432	0.0	1.0	0.0	0.0	1.0	0.0
3303	Cre14.g620850	Cre14.g620850.t1.2	ChCC-v11030467m.g	Cre14.g620850.t1.2	Cre14.g620850	0.0498488514542627	0.3454736170626544	0.0015383184067469	46.0	6.0	0.4898573155918598	46.0	6.0
3306	Cre16.g684700	Cre16.g684700.t1.1	ChCC-v11034050m.g	Cre16.g684700.t1.3	Cre16.g684700	0.0578379775083234	0.3412173394698975	0.0006050280877722	0.0	58.0	0.0	0.0	58.0
3309				g15856.t1	g15856			0.0008668335154442	3.0	12.0	0.0378341419127598	3.0	12.0
3310	Cre16.g655950	Cre16.g655950.t2.1	ChCC-v11032916m.g	g15856.t4	g15856	0.0156813463661465	0.2213858327898658	0.0008668335154442	3.0	12.0	0.0378341419127598	3.0	12.0
3311				g15856.t2	g15856			0.0008668335154442	3.0	12.0	0.0378341419127598	3.0	12.0
3312				g15856.t3	g15856			0.0008668335154442	3.0	12.0	0.0378341419127598	3.0	12.0
3314	Cre16.g662450	Cre16.g662450.t1.2	ChCC-v11033235m.g	Cre16.g662450.t1.2	Cre16.g662450	0.1958802473049112	0.5563178855847721	0.0001643849711933	16.0	9.0	0.0039622041539818	16.0	9.0
3320	Cre16.g665950	Cre16.g665950.t1.1	ChCC-v11033415m.g	Cre16.g665950.t1.3	Cre16.g665950	0.0428086250089866	0.2842349922361578	2.086091742479437e-05	4.0	46.0	0.0025240324636241	4.0	46.0
3321	Cre16.g661588	Cre16.g661588.t1.1	ChCC-v11033198m.g	g15975.t1	g15975	0.1619830637127922	0.4433234446543314	0.0004615834433278	4.0	2.0	0.0067650635189983	4.0	2.0
3324	Cre16.g656050	Cre16.g656050.t1.2	ChCC-v11032928m.g	Cre16.g656050.t1.2	Cre16.g656050	0.1010581867872989	0.3362289500884926	0.0002956247697282	0.0	4.0	0.0	0.0	4.0
3326	Cre16.g662800	Cre16.g662800.t1.2	ChCC-v11033251m.g	Cre16.g662800.t1.2	Cre16.g662800	0.0848283568949606	0.3192508615692628	0.0051770561933905	3.0	2.0	0.0713112951196611	3.0	2.0
3327	Cre16.g675400	Cre16.g675400.t1.1	ChCC-v11034460m.g	Cre16.g675400.t1.3	Cre16.g675400	0.1076010642429652	0.3722991849845177	0.0	1.0	0.0	0.0	1.0	0.0
3329	Cre16.g684250	Cre16.g684250.t1.1	ChCC-v11034070m.g	Cre16.g684250.t1.3	Cre16.g684250	0.1397060490603945	0.4218881526173412	0.0010165142443336	2.0	5.0	0.0328651056495073	2.0	5.0
3332	Cre16.g693950	Cre16.g693950.t1.1	ChCC-v11032384m.g	Cre16.g693950.t1.3	Cre16.g693950	0.1217559230225806	0.4398666046398893	4.371869268353614e-05	6.0	21.0	0.0014878642594056	6.0	21.0
3333	Cre16.g675851	Cre16.g675851.t1.1	ChCC-v11034439m.g	g16601.t1	g16601	0.2111371154738381	0.7980050696179757	1.8943506759021724e-06	3.0	1.0	0.0022662542099667	3.0	1.0
3336				g16822.t1	g16822			0.0002369106846718	0.0	2.0	0.0	0.0	2.0
3337	Cre16.g685501	Cre16.g685501.t2.1	ex.Cre16.g685501.t2.1.g	g16822.t2	g16822	0.0554341937150772	0.3088607518401174	0.0002369106846718	0.0	2.0	0.0	0.0	2.0
3339				Cre16.g674133.t1.2	Cre16.g674133			0.0006743918097818	8.0	1.0	0.2696915622720197	8.0	1.0
3340				Cre16.g666400.t1.3	Cre16.g666400			8.972980511381016e-05	1.0	1.0	0.0394013159246518	1.0	1.0
3341	Cre16.g695700	Cre16.g695700.t1.2	ChCC-v11032284m.g	Cre16.g695700.t1.2	Cre16.g695700	0.0610802489551308	0.5435643899814573	0.0	0.0	1.0	0.0	0.0	1.0
3343	Cre16.g653450	Cre16.g653450.t1.2	ChCC-v11032791m.g	Cre16.g653450.t1.2	Cre16.g653450	0.0444339336626467	0.1749830015022405	2.7707758718903423e-05	11.0	8.0	0.005900387001762	11.0	8.0
3344				Cre16.g651600.t1.3	Cre16.g651600			0.000955055755739	3.0	41.0	0.0023054967296798	3.0	41.0
3346	Cre16.g673700	Cre16.g673700.t1.2	ChCC-v11034531m.g	Cre16.g673700.t1.2	Cre16.g673700	0.0435167361938817	0.2229386426009487	0.000628721402529	65.0	7.0	0.0400866052806974	65.0	7.0
3347				g16557.t2	g16557			0.0021280942048672	49.0	33.0	3.440652590646968	49.0	33.0
3348				g16557.t1	g16557			0.0021280942048672	49.0	33.0	3.440652590646968	49.0	33.0
3349	Cre16.g663350	Cre16.g663350.t1.2	ChCC-v11033277m.g	Cre16.g663350.t1.2	Cre16.g663350	0.0363597400325153	0.2576050740601474	0.0103270476924502	5.0	10.0	0.4227388786565722	5.0	10.0
3359	Cre16.g652100	Cre16.g652100.t1.2	ChCC-v11032746m.g	Cre16.g652100.t1.2	Cre16.g652100	0.026488321755396	0.2611508106889426	0.0002369106846718	2.0	1.0	0.0003063055037515	2.0	1.0
3360				g16740.t1	g16740			0.0012159280087095	42.0	19.0	0.3096481464620354	42.0	19.0
3361	Cre16.g676533	Cre16.g676533.t2.1	ChCC-v11034714m.g	g16740.t2	g16740	0.1351644616834784	0.3725304047993178	0.0012159280087095	42.0	19.0	0.3096481464620354	42.0	19.0
3366	Cre16.g651400	Cre16.g651400.t2.1	ChCC-v11032710m.g	Cre16.g651400.t1.2	Cre16.g651400	0.0876992503320528	0.3276172415785672	1.5122204093129058e-05	8.0	0.0	0.0	8.0	0.0
3367	Cre16.g694250	Cre16.g694250.t1.2	ChCC-v11032363m.g	Cre16.g694250.t1.2	Cre16.g694250	0.2640893455521537	0.4644523767851389	0.0034783948781107	50.0	2.0	0.0443712339812764	50.0	2.0
3368	Cre16.g648300	Cre16.g648300.t1.2	ChCC-v11032576m.g	Cre16.g648300.t1.2	Cre16.g648300	0.097523351250093	0.4158537032977555	0.0004717108470418	38.0	74.0	0.0249677638725047	38.0	74.0
3369	Cre16.g691150	Cre16.g691150.t1.2	ChCC-v11032513m.g	Cre16.g691150.t1.2	Cre16.g691150	0.1028777915169673	0.4766677058781043	0.0005023419766127	32.0	16.0	0.263707182719581	32.0	16.0
3371				Cre16.g680100.t1.2	Cre16.g680100			3.5294054007668458e-06	7.0	5.0	0.0346297765367077	7.0	5.0
3372	Cre16.g667750	Cre16.g667750.t1.2	ChCC-v11033809m.g	Cre16.g667750.t1.2	Cre16.g667750	0.0116168827818452	0.499549666467956	0.0	1.0	1.0	0.0	1.0	1.0
3374	Cre16.g668050	Cre16.g668050.t2.1	ChCC-v11033797m.g	Cre16.g668050.t1.3	Cre16.g668050	0.0645411725727547	0.2489719845864284	0.0025617217812835	7.0	1.0	0.0133000946471597	7.0	1.0
3377	Cre16.g679650	Cre16.g679650.t1.1	ChCC-v11034282m.g	Cre16.g679650.t1.3	Cre16.g679650	0.2089921959333514	0.5235787866905491	0.0001342778956256	5.0	19.0	0.2135291644261152	5.0	19.0
3385	Cre16.g691900	Cre16.g691900.t1.2	ChCC-v11032472m.g	Cre16.g691900.t1.2	Cre16.g691900	0.0791809691227435	0.4134396911772473	0.0002281243567631	2.0	3.0	0.0232089429964159	2.0	3.0
3386				Cre16.g679050.t1.2	Cre16.g679050			0.0003585482463036	27.0	52.0	1.052359576452773	27.0	52.0
3389	Cre16.g653350	Cre16.g653350.t1.2	ChCC-v11032783m.g	Cre16.g653350.t1.2	Cre16.g653350	0.0729190548276259	0.3081712392769002	0.0001387302180439	8.0	42.0	0.0494333121043588	8.0	42.0
3393	Cre16.g686285	Cre16.g686285.t1.1	ChCC-v11033570m.g	g16160.t1	g16160	0.1481173337003445	0.4192848554575406	4.161611700721938e-08	3.0	0.0	0.0	3.0	0.0
3397	Cre16.g687400	Cre16.g687400.t1.1	ChCC-v11033919m.g	Cre16.g687400.t1.3	Cre16.g687400	0.1072664937933981	0.4620054244082776	2.341430583693609e-07	1.0	3.0	0.0008425128586818	1.0	3.0
3399	Cre16.g687750	Cre16.g687750.t1.2	ChCC-v11033897m.g	Cre16.g687750.t1.2	Cre16.g687750	0.0639347933448861	0.4588049294434587	0.000172207860339	16.0	12.0	0.0859626023516157	16.0	12.0
3402				Cre16.g691250.t1.2	Cre16.g691250			0.0004105819584199	4.0	0.0	0.0	4.0	0.0
3403	Cre16.g687350	Cre16.g687350.t1.2	ChCC-v11033922m.g	Cre16.g687350.t1.2	Cre16.g687350	0.0397443976053827	0.2047026692205538	0.0001713382103484	8.0	5.0	0.1207681066642314	8.0	5.0
3412	Cre16.g680117	Cre16.g680117.t1.1	ChCC-v11034778m.g	g16774.t1	g16774	0.081867735702462	0.3389888428072928	0.003809936278301	71.0	115.0	5.197208134153703	71.0	115.0
3413	Cre16.g668750	Cre16.g668750.t1.1	ChCC-v11033768m.g	Cre16.g668750.t1.3	Cre16.g668750	0.1090999824400951	0.4274386730126866	0.0008986708718575	56.0	69.0	0.0374510721013163	56.0	69.0
3414				Cre16.g651250.t1.2	Cre16.g651250			0.0001904532793046	23.0	3.0	0.0431276435189841	23.0	3.0
3416	Cre16.g686650	Cre16.g686650.t1.2	ChCC-v11033954m.g	Cre16.g686650.t1.2	Cre16.g686650	0.0667248907771306	0.3870710523345019	0.0	0.0	3.0	0.0	0.0	3.0
3417	Cre16.g689759	Cre16.g689759.t1.1	ChCC-v11034967m.g	g16860.t1	g16860	0.1970720626701738	0.4835210978804988	1.1090619828754976e-05	30.0	62.0	0.0257940065959325	30.0	62.0
3418	Cre16.g648400	Cre16.g648400.t1.1	ChCC-v11032581m.g	Cre16.g648400.t1.3	Cre16.g648400	0.0727479757068645	0.2874929866732131	0.000433736980322	71.0	19.0	0.0688789474581644	71.0	19.0
3419	Cre16.g682699	Cre16.g682699.t1.1	ChCC-v11034820m.g	g16797.t1	g16797	0.081031111808313	0.3704655434444875	0.0	0.0	1.0	0.0	0.0	1.0
3421				g16711.t2	g16711			5.23004289820076e-08	2.0	11.0	0.0002984173689282	2.0	11.0
3422	Cre16.g673393	Cre16.g673393.t2.1	ChCC-v11034661m.g	g16711.t1	g16711	0.1046731811393758	0.3870893907142867	5.23004289820076e-08	2.0	11.0	0.0002984173689282	2.0	11.0
3424	Cre16.g648000	Cre16.g648000.t1.2	ChCC-v11032564m.g	Cre16.g648000.t1.2	Cre16.g648000	0.0876572513080854	0.4020277823343652	0.0004737933026828	2.0	1.0	0.0007808706396091	2.0	1.0
3430				g15682.t1	g15682			0.0004879089504647	29.0	34.0	0.1840617684451007	29.0	34.0
3433	Cre16.g650000	Cre16.g650000.t1.2	ChCC-v11032661m.g	Cre16.g650000.t1.2	Cre16.g650000	0.0798250746429538	0.367908088010055	0.0005200927529276	82.0	47.0	0.541479923131744	82.0	47.0
3435				Cre16.g653900.t1.2	Cre16.g653900			0.0010624128353793	34.0	15.0	0.5713874019923434	34.0	15.0
3437				g15545.t1	g15545			0.0009957365607916	7.0	2.0	0.01375236914193	7.0	2.0
3439	Cre16.g664550	Cre16.g664550.t1.2	ChCC-v11033357m.g	Cre16.g664550.t1.2	Cre16.g664550	0.0118229049247981	0.1691202964943725	1.1325186982752057e-06	5.0	0.0	0.0	5.0	0.0
3442	Cre16.g676650	Cre16.g676650.t1.2	ChCC-v11034402m.g	Cre16.g676650.t1.2	Cre16.g676650	0.0278438494791967	0.2698529599754051	0.0004334738574718	1.0	6.0	0.0136796624568639	1.0	6.0
3444	Cre16.g685600	Cre16.g685600.t1.2	ChCC-v11034002m.g	Cre16.g685600.t1.2	Cre16.g685600	0.1479422571698845	0.3799443514748765	0.0002369106846718	0.0	2.0	0.0	0.0	2.0
3449	Cre16.g683000	Cre16.g683000.t1.2	ChCC-v11034125m.g	Cre16.g683000.t1.2	Cre16.g683000	0.1583353859257344	0.4050040596560755	0.0041002338891353	6.0	12.0	0.3089184832088996	6.0	12.0
3450	Cre16.g653800	Cre16.g653800.t1.1	ChCC-v11032808m.g	Cre16.g653800.t1.2	Cre16.g653800	0.12943859197372	0.4054256947235463	1.5169920518712902e-07	2.0	1.0	0.0009623055719959	2.0	1.0
3452	Cre16.g682300	Cre16.g682300.t1.2	ChCC-v11034159m.g	Cre16.g682300.t1.2	Cre16.g682300	0.0182379807380297	0.0588537115811214	0.0016475998567754	8.0	28.0	0.2581177400398804	8.0	28.0
3455	Cre16.g676981	Cre16.g676981.t1.1	ChCC-v11034729m.g	g16744.t1	g16744	0.0845121719967792	0.4068232223859914	0.0002554481199274	8.0	23.0	0.0062639611304065	8.0	23.0
