	total_exon_length
ChCC-v11007867m.g	3478
ChCC-v11007869m.g	2687
ChCC-v11007872m.g	6520
ChCC-v11007874m.g	1891
ChCC-v11007877m.g	13818
ChCC-v11007878m.g	2320
ChCC-v11007879m.g	3039
ChCC-v11007880m.g	2996
ChCC-v11007883m.g	1609
ChCC-v11007885m.g	1954
ChCC-v11007886m.g	2638
ChCC-v11007888m.g	2103
ChCC-v11007889m.g	2100
ChCC-v11007890m.g	800
ChCC-v11007892m.g	2685
ChCC-v11007895m.g	1079
ChCC-v11007896m.g	810
ChCC-v11007901m.g	2374
ChCC-v11007903m.g	2825
ChCC-v11007904m.g	1776
ChCC-v11007906m.g	3306
ChCC-v11007907m.g	3091
ChCC-v11007911m.g	9847
ChCC-v11007913m.g	5640
ChCC-v11007915m.g	1640
ChCC-v11007919m.g	3274
ChCC-v11007920m.g	3676
ChCC-v11007921m.g	3596
ChCC-v11007922m.g	2869
ChCC-v11007926m.g	1754
ChCC-v11007927m.g	2704
ChCC-v11007928m.g	3093
ChCC-v11007929m.g	1186
ChCC-v11007934m.g	1386
ChCC-v11007937m.g	6850
ChCC-v11007939m.g	1135
ChCC-v11007945m.g	15560
ChCC-v11007947m.g	9456
ChCC-v11007948m.g	1838
ChCC-v11007951m.g	1429
ChCC-v11007955m.g	2194
ChCC-v11007956m.g	2314
ChCC-v11007960m.g	4469
ChCC-v11007964m.g	11803
ChCC-v11007966m.g	8475
ChCC-v11007971m.g	5196
ChCC-v11007972m.g	3411
ChCC-v11007976m.g	1806
ChCC-v11007978m.g	1687
ChCC-v11007979m.g	1201
ChCC-v11007994m.g	3650
ChCC-v11007995m.g	1338
ChCC-v11007996m.g	3603
ChCC-v11007998m.g	5574
ChCC-v11008000m.g	2245
ChCC-v11008003m.g	3022
ChCC-v11008005m.g	1175
ChCC-v11008006m.g	1083
ChCC-v11008008m.g	2749
ChCC-v11008009m.g	2645
ChCC-v11008011m.g	4632
ChCC-v11008012m.g	1609
ChCC-v11008014m.g	1580
ChCC-v11008015m.g	2867
ChCC-v11008020m.g	2127
ChCC-v11008021m.g	2636
ChCC-v11008022m.g	8254
ChCC-v11008032m.g	1167
ChCC-v11008033m.g	3052
ChCC-v11008037m.g	2567
ChCC-v11008039m.g	4638
ChCC-v11008041m.g	1519
ChCC-v11008048m.g	2586
ChCC-v11008050m.g	2926
ChCC-v11008051m.g	1956
ChCC-v11008052m.g	1323
ChCC-v11008053m.g	2272
ChCC-v11008055m.g	2722
ChCC-v11008056m.g	2044
ChCC-v11008057m.g	530
ChCC-v11008058m.g	1824
ChCC-v11008061m.g	2978
ChCC-v11008063m.g	8596
ChCC-v11008064m.g	2959
ChCC-v11008065m.g	2800
ChCC-v11008066m.g	1418
ChCC-v11008067m.g	745
ChCC-v11008069m.g	3907
ChCC-v11008070m.g	1745
ChCC-v11008074m.g	8705
ChCC-v11008076m.g	3410
ChCC-v11008082m.g	1092
ChCC-v11008088m.g	2367
ChCC-v11008089m.g	11856
ChCC-v11008090m.g	1081
ChCC-v11008091m.g	1753
ChCC-v11008092m.g	993
ChCC-v11008094m.g	593
ChCC-v11008098m.g	2697
ChCC-v11008099m.g	486
ChCC-v11008100m.g	1453
ChCC-v11008104m.g	461
ChCC-v11008105m.g	1581
ChCC-v11008107m.g	1112
ChCC-v11008110m.g	1610
ChCC-v11008111m.g	1820
ChCC-v11008112m.g	297
ChCC-v11008113m.g	1826
ChCC-v11008115m.g	2608
ChCC-v11008116m.g	3247
ChCC-v11008120m.g	3831
ChCC-v11008122m.g	4174
ChCC-v11008124m.g	2276
ChCC-v11008126m.g	1859
ChCC-v11008127m.g	5165
ChCC-v11008133m.g	3516
ChCC-v11008134m.g	245
ChCC-v11008138m.g	2730
ChCC-v11008139m.g	2206
ChCC-v11008142m.g	2108
ChCC-v11008146m.g	1335
ChCC-v11008147m.g	2130
ChCC-v11008151m.g	1551
ChCC-v11008152m.g	7060
ChCC-v11008153m.g	1699
ChCC-v11008155m.g	2204
ChCC-v11008157m.g	3615
ChCC-v11008159m.g	2913
ChCC-v11008162m.g	2265
ChCC-v11008163m.g	1047
ChCC-v11008165m.g	1926
ChCC-v11008166m.g	4109
ChCC-v11008168m.g	1034
ChCC-v11008169m.g	1280
ChCC-v11008170m.g	1576
ChCC-v11008174m.g	3465
ChCC-v11008175m.g	2374
ChCC-v11008177m.g	2303
ChCC-v11008178m.g	310
ChCC-v11008180m.g	4616
ChCC-v11008181m.g	2507
ChCC-v11008187m.g	7842
ChCC-v11008190m.g	2195
ChCC-v11008191m.g	4249
ChCC-v11008193m.g	1512
ChCC-v11008196m.g	1823
ChCC-v11008200m.g	992
ChCC-v11008201m.g	2049
ChCC-v11008204m.g	2662
ChCC-v11008207m.g	3801
ChCC-v11008208m.g	263
ChCC-v11008210m.g	3196
ChCC-v11008214m.g	1664
ChCC-v11008218m.g	3217
ChCC-v11008219m.g	2856
ChCC-v11008220m.g	2845
ChCC-v11008222m.g	862
ChCC-v11008226m.g	2884
ChCC-v11008227m.g	4397
ChCC-v11008228m.g	3286
ChCC-v11008230m.g	1134
ChCC-v11008231m.g	1692
ChCC-v11008232m.g	4394
ChCC-v11008233m.g	3511
ChCC-v11008234m.g	617
ChCC-v11008236m.g	3173
ChCC-v11008237m.g	1929
ChCC-v11008240m.g	2590
ChCC-v11008246m.g	1427
ChCC-v11008249m.g	2238
ChCC-v11008252m.g	3207
ChCC-v11008253m.g	2429
ChCC-v11008254m.g	1316
ChCC-v11008256m.g	884
ChCC-v11008257m.g	919
ChCC-v11008262m.g	825
ChCC-v11008263m.g	3488
ChCC-v11008264m.g	1075
ChCC-v11008266m.g	1117
ChCC-v11008267m.g	1824
ChCC-v11008268m.g	2500
ChCC-v11008271m.g	1837
ChCC-v11008272m.g	3388
ChCC-v11008275m.g	1831
ChCC-v11008278m.g	1253
ChCC-v11008280m.g	9527
ChCC-v11008283m.g	1605
ChCC-v11008285m.g	2573
ChCC-v11008286m.g	1350
ChCC-v11008287m.g	1958
ChCC-v11008288m.g	2912
ChCC-v11008292m.g	2433
ChCC-v11008295m.g	925
ChCC-v11008300m.g	1707
ChCC-v11008303m.g	3640
ChCC-v11008304m.g	6457
ChCC-v11008305m.g	3252
ChCC-v11008307m.g	2403
ChCC-v11008309m.g	1697
ChCC-v11008310m.g	576
ChCC-v11008311m.g	3584
ChCC-v11008312m.g	356
ChCC-v11008313m.g	320
ChCC-v11008314m.g	793
ChCC-v11008315m.g	1597
ChCC-v11008316m.g	6268
ChCC-v11008319m.g	366
ChCC-v11008322m.g	521
ChCC-v11008324m.g	4967
ChCC-v11008327m.g	1365
ChCC-v11008331m.g	5200
ChCC-v11008333m.g	1615
ChCC-v11008334m.g	2447
ChCC-v11008335m.g	1557
ChCC-v11008336m.g	3484
ChCC-v11008337m.g	9927
ChCC-v11008339m.g	2998
ChCC-v11008341m.g	1989
ChCC-v11008342m.g	678
ChCC-v11008343m.g	1992
ChCC-v11008344m.g	2962
ChCC-v11008346m.g	1288
ChCC-v11008352m.g	1476
ChCC-v11008357m.g	1273
ChCC-v11008358m.g	5442
ChCC-v11008360m.g	1542
ChCC-v11008366m.g	3129
ChCC-v11008367m.g	3566
ChCC-v11008368m.g	416
ChCC-v11008371m.g	3465
ChCC-v11008372m.g	3525
ChCC-v11008376m.g	1917
ChCC-v11008377m.g	3390
ChCC-v11008378m.g	2644
ChCC-v11008381m.g	2004
ChCC-v11008386m.g	1824
ChCC-v11008387m.g	3394
ChCC-v11008389m.g	2008
ChCC-v11008392m.g	5945
ChCC-v11008393m.g	2387
ChCC-v11008394m.g	10507
ChCC-v11008395m.g	1931
ChCC-v11008397m.g	1814
ChCC-v11008399m.g	2464
ChCC-v11008400m.g	3100
ChCC-v11008402m.g	1193
ChCC-v11008404m.g	3722
ChCC-v11008407m.g	2017
ChCC-v11008409m.g	10148
ChCC-v11008410m.g	2714
ChCC-v11008411m.g	4816
ChCC-v11008413m.g	5600
ChCC-v11008414m.g	2178
ChCC-v11008417m.g	1299
ChCC-v11008418m.g	3548
ChCC-v11008419m.g	2461
ChCC-v11008422m.g	1573
ChCC-v11008423m.g	2535
ChCC-v11008425m.g	1862
ChCC-v11008427m.g	1210
ChCC-v11008430m.g	3832
ChCC-v11008434m.g	1731
ChCC-v11008436m.g	1007
ChCC-v11008437m.g	2497
ChCC-v11008438m.g	535
ChCC-v11008439m.g	2234
ChCC-v11008440m.g	3437
ChCC-v11008443m.g	1960
ChCC-v11008444m.g	2662
ChCC-v11008446m.g	938
ChCC-v11008449m.g	3297
ChCC-v11008453m.g	3464
ChCC-v11008454m.g	4256
ChCC-v11008457m.g	2960
ChCC-v11008460m.g	1840
ChCC-v11008461m.g	3810
ChCC-v11008466m.g	7136
ChCC-v11008483m.g	199
ChCC-v11008484m.g	1553
ChCC-v11008493m.g	4436
ChCC-v11008495m.g	2664
ChCC-v11008496m.g	3042
ChCC-v11008497m.g	2118
ChCC-v11008500m.g	360
ChCC-v11008504m.g	1192
ChCC-v11008505m.g	4943
ChCC-v11008508m.g	2767
ChCC-v11008512m.g	9003
ChCC-v11008513m.g	1688
ChCC-v11008515m.g	3022
ChCC-v11008517m.g	4201
ChCC-v11008518m.g	2444
ChCC-v11008520m.g	9595
ChCC-v11008521m.g	1377
ChCC-v11008523m.g	1734
ChCC-v11008527m.g	1421
ChCC-v11008529m.g	5415
ChCC-v11008531m.g	5028
ChCC-v11008533m.g	4738
ChCC-v11008534m.g	1778
ChCC-v11008536m.g	3176
ChCC-v11008538m.g	2158
ChCC-v11008541m.g	3682
ChCC-v11008542m.g	1514
ChCC-v11008545m.g	1520
ChCC-v11008547m.g	3896
ChCC-v11008549m.g	676
ChCC-v11008550m.g	736
ChCC-v11008553m.g	1718
ChCC-v11008554m.g	3407
ChCC-v11008556m.g	2926
ChCC-v11008557m.g	322
ChCC-v11008559m.g	2098
ChCC-v11008561m.g	4271
ChCC-v11008564m.g	2826
ChCC-v11008565m.g	1595
ChCC-v11008568m.g	13244
ChCC-v11008569m.g	502
ChCC-v11008570m.g	1461
ChCC-v11008571m.g	1956
ChCC-v11008572m.g	1101
ChCC-v11008575m.g	991
ChCC-v11008576m.g	1502
ChCC-v11008579m.g	1532
ChCC-v11008580m.g	1612
ChCC-v11008581m.g	1320
ChCC-v11008582m.g	1536
ChCC-v11008588m.g	2717
ChCC-v11008592m.g	5093
ChCC-v11008596m.g	2320
ChCC-v11008597m.g	255
ChCC-v11008604m.g	1232
ChCC-v11008605m.g	2842
ChCC-v11008607m.g	370
ChCC-v11008611m.g	3558
ChCC-v11008613m.g	4209
ChCC-v11008614m.g	9435
ChCC-v11008621m.g	1713
ChCC-v11008622m.g	3062
ChCC-v11008627m.g	1968
ChCC-v11008630m.g	2931
ChCC-v11008632m.g	5335
ChCC-v11008634m.g	1457
ChCC-v11008638m.g	1143
ChCC-v11008639m.g	4074
ChCC-v11008641m.g	3269
ChCC-v11008642m.g	6629
ChCC-v11008670m.g	4559
ChCC-v11008672m.g	4609
ChCC-v11008673m.g	1608
ChCC-v11008679m.g	1710
ChCC-v11008688m.g	1113
ChCC-v11008689m.g	5279
ChCC-v11008692m.g	1797
ChCC-v11008695m.g	2810
ChCC-v11008697m.g	1629
ChCC-v11008704m.g	2664
ChCC-v11008705m.g	2251
ChCC-v11008710m.g	5934
ChCC-v11008711m.g	1538
ChCC-v11008714m.g	1025
ChCC-v11008719m.g	2318
ChCC-v11008720m.g	7158
ChCC-v11008726m.g	2068
ChCC-v11008728m.g	2631
ChCC-v11008729m.g	2935
ChCC-v11008730m.g	4011
ChCC-v11008732m.g	4474
ChCC-v11008735m.g	4674
ChCC-v11008739m.g	4104
ChCC-v11008740m.g	3831
ChCC-v11008742m.g	370
ChCC-v11008744m.g	843
ChCC-v11008747m.g	1583
ChCC-v11008754m.g	9913
ChCC-v11008755m.g	2006
ChCC-v11008757m.g	1914
ChCC-v11008758m.g	2675
ChCC-v11008759m.g	223
ChCC-v11008760m.g	1383
ChCC-v11008764m.g	558
ChCC-v11008765m.g	2926
ChCC-v11008768m.g	2259
ChCC-v11008769m.g	9973
ChCC-v11008771m.g	2917
ChCC-v11008772m.g	7577
ChCC-v11008773m.g	12278
ChCC-v11008775m.g	338
ChCC-v11008776m.g	2215
ChCC-v11008777m.g	4769
ChCC-v11008780m.g	1583
ChCC-v11008782m.g	2621
ChCC-v11008783m.g	957
ChCC-v11008784m.g	3165
ChCC-v11008790m.g	6053
ChCC-v11008794m.g	2403
ChCC-v11008797m.g	1554
ChCC-v11008800m.g	1748
ChCC-v11008801m.g	3293
ChCC-v11008802m.g	1202
ChCC-v11008803m.g	2131
ChCC-v11008811m.g	1791
ChCC-v11008813m.g	2322
ChCC-v11008814m.g	3523
ChCC-v11008819m.g	3445
ChCC-v11008820m.g	4544
ChCC-v11008824m.g	4723
ChCC-v11008825m.g	869
ChCC-v11008827m.g	1808
ChCC-v11008828m.g	2395
ChCC-v11008831m.g	1973
ChCC-v11008832m.g	2709
ChCC-v11008833m.g	2052
ChCC-v11008834m.g	693
ChCC-v11008836m.g	341
ChCC-v11008839m.g	434
ChCC-v11008840m.g	2799
ChCC-v11008841m.g	2573
ChCC-v11008842m.g	1878
ChCC-v11008843m.g	5724
ChCC-v11008844m.g	1964
ChCC-v11008845m.g	2357
ChCC-v11008847m.g	1505
ChCC-v11008848m.g	1349
ChCC-v11008849m.g	3301
ChCC-v11008850m.g	1866
ChCC-v11008851m.g	1545
ChCC-v11008852m.g	2477
ChCC-v11008853m.g	2143
ChCC-v11008854m.g	1183
ChCC-v11008856m.g	3487
ChCC-v11008857m.g	1605
ChCC-v11008862m.g	2143
ChCC-v11008863m.g	3952
ChCC-v11008865m.g	313
ChCC-v11008867m.g	361
ChCC-v11008870m.g	2525
ChCC-v11008871m.g	1598
ChCC-v11008873m.g	7831
ChCC-v11008874m.g	2738
ChCC-v11008877m.g	346
ChCC-v11008878m.g	4650
ChCC-v11008879m.g	710
ChCC-v11008881m.g	3956
ChCC-v11008882m.g	4715
ChCC-v11008884m.g	2029
ChCC-v11008885m.g	2594
ChCC-v11008889m.g	4315
ChCC-v11008891m.g	1266
ChCC-v11008893m.g	3459
ChCC-v11008894m.g	1005
ChCC-v11008896m.g	813
ChCC-v11008901m.g	2096
ChCC-v11008904m.g	2079
ChCC-v11008906m.g	1382
ChCC-v11008907m.g	1740
ChCC-v11008909m.g	508
ChCC-v11008910m.g	1448
ChCC-v11008913m.g	2473
ChCC-v11008915m.g	960
ChCC-v11008916m.g	1277
ChCC-v11008920m.g	3899
ChCC-v11008924m.g	3475
ChCC-v11008928m.g	1865
ChCC-v11008930m.g	527
ChCC-v11008931m.g	2513
ChCC-v11008936m.g	2090
ChCC-v11008940m.g	2069
ChCC-v11008943m.g	3646
ChCC-v11008944m.g	1670
ChCC-v11008948m.g	3377
ChCC-v11008956m.g	2890
ChCC-v11008959m.g	2691
ChCC-v11008960m.g	888
ChCC-v11008967m.g	4401
ChCC-v11008969m.g	2371
ChCC-v11008970m.g	627
ChCC-v11008975m.g	2929
ChCC-v11008978m.g	174
ChCC-v11008979m.g	2634
ChCC-v11008981m.g	1864
ChCC-v11008982m.g	1412
ChCC-v11008987m.g	1726
ChCC-v11008989m.g	1305
ChCC-v11008991m.g	3781
ChCC-v11008995m.g	4060
ChCC-v11008996m.g	1712
ChCC-v11009001m.g	4327
ChCC-v11009002m.g	4842
ChCC-v11009003m.g	2449
ChCC-v11009004m.g	4031
ChCC-v11009007m.g	2479
ChCC-v11009008m.g	1408
ChCC-v11009010m.g	168
ChCC-v11009012m.g	3332
ChCC-v11009015m.g	3322
ChCC-v11009019m.g	1558
ChCC-v11009022m.g	6404
ChCC-v11009026m.g	1289
ChCC-v11009027m.g	2380
ChCC-v11009032m.g	1575
ChCC-v11009037m.g	2714
ChCC-v11009042m.g	2734
ChCC-v11009045m.g	3408
ChCC-v11009046m.g	777
ChCC-v11009047m.g	1702
ChCC-v11009049m.g	996
ChCC-v11009051m.g	11173
ChCC-v11009052m.g	3015
ChCC-v11009054m.g	4181
ChCC-v11009056m.g	614
ChCC-v11009058m.g	368
ChCC-v11009061m.g	3390
ChCC-v11009062m.g	1441
ChCC-v11009065m.g	2598
ChCC-v11009068m.g	2240
ChCC-v11009070m.g	1620
ChCC-v11009071m.g	15721
ChCC-v11009072m.g	1911
ChCC-v11009075m.g	1436
ChCC-v11009076m.g	2120
ChCC-v11009077m.g	2646
ChCC-v11009078m.g	2206
ChCC-v11009079m.g	2040
ChCC-v11009080m.g	2910
ChCC-v11009082m.g	538
ChCC-v11009083m.g	3484
ChCC-v11009087m.g	4130
ChCC-v11009088m.g	1974
ChCC-v11009094m.g	2386
ChCC-v11009095m.g	207
ChCC-v11009096m.g	310
ChCC-v11009097m.g	383
ChCC-v11009099m.g	1627
ChCC-v11009101m.g	6348
ChCC-v11009102m.g	3298
ChCC-v11009103m.g	1086
ChCC-v11009105m.g	2530
ChCC-v11009108m.g	1963
ChCC-v11009109m.g	5305
ChCC-v11009114m.g	3174
ChCC-v11009115m.g	3480
ChCC-v11009118m.g	1994
ChCC-v11009121m.g	4222
ChCC-v11009122m.g	192
ChCC-v11009124m.g	221
ChCC-v11009126m.g	226
ChCC-v11009129m.g	4738
ChCC-v11009130m.g	11746
ChCC-v11009131m.g	1101
ChCC-v11009133m.g	1065
ChCC-v11009134m.g	12078
ChCC-v11009138m.g	4621
ChCC-v11009141m.g	7249
ChCC-v11009143m.g	4996
ChCC-v11009150m.g	1824
ChCC-v11009152m.g	1533
ChCC-v11009153m.g	2777
ChCC-v11009155m.g	4348
ChCC-v11009157m.g	2057
ChCC-v11009158m.g	2015
ChCC-v11009165m.g	7760
ChCC-v11009168m.g	1985
ChCC-v11009169m.g	630
ChCC-v11009171m.g	3702
ChCC-v11009173m.g	2483
ChCC-v11009174m.g	2804
ChCC-v11009177m.g	4838
ChCC-v11009179m.g	10366
ChCC-v11009181m.g	2767
ChCC-v11009182m.g	2914
ChCC-v11009186m.g	427
ChCC-v11009193m.g	1809
ChCC-v11009195m.g	3930
ChCC-v11009197m.g	2582
ChCC-v11009198m.g	3150
ChCC-v11009199m.g	406
ChCC-v11009201m.g	2129
ChCC-v11009203m.g	1928
ChCC-v11009207m.g	2960
ChCC-v11009209m.g	2122
ChCC-v11009210m.g	1438
ChCC-v11009211m.g	334
ChCC-v11009212m.g	4613
ChCC-v11009213m.g	2021
ChCC-v11009214m.g	1193
ChCC-v11009216m.g	4214
ChCC-v11009218m.g	4758
ChCC-v11009219m.g	212
ChCC-v11009220m.g	2120
ChCC-v11009223m.g	1394
ChCC-v11009226m.g	2059
ChCC-v11009228m.g	2902
ChCC-v11009229m.g	297
ChCC-v11009231m.g	2888
ChCC-v11009236m.g	3175
ChCC-v11009237m.g	3744
ChCC-v11009238m.g	278
ChCC-v11009240m.g	1744
ChCC-v11009242m.g	2283
ChCC-v11009243m.g	371
ChCC-v11009244m.g	3105
ChCC-v11009247m.g	2905
ChCC-v11009249m.g	6656
ChCC-v11009252m.g	1136
ChCC-v11009253m.g	2242
ChCC-v11009256m.g	3135
ChCC-v11009258m.g	5980
ChCC-v11009259m.g	318
ChCC-v11009261m.g	13393
ChCC-v11009262m.g	5596
ChCC-v11009263m.g	3672
ChCC-v11009266m.g	2784
ChCC-v11009267m.g	4173
ChCC-v11009269m.g	5555
ChCC-v11009270m.g	3791
ChCC-v11009273m.g	4690
ChCC-v11009276m.g	5325
ChCC-v11009277m.g	1807
ChCC-v11009278m.g	8654
ChCC-v11009284m.g	6478
ChCC-v11009286m.g	6329
ChCC-v11009289m.g	7276
ChCC-v11009290m.g	3048
ChCC-v11009291m.g	2721
ChCC-v11009292m.g	3402
ChCC-v11009293m.g	2779
ChCC-v11009295m.g	2893
ChCC-v11009297m.g	2410
ChCC-v11009299m.g	11631
ChCC-v11009301m.g	1059
ChCC-v11009303m.g	2233
ChCC-v11009304m.g	2422
ChCC-v11009307m.g	5300
ChCC-v11009308m.g	7091
ChCC-v11009310m.g	5380
ChCC-v11009311m.g	4449
ChCC-v11009315m.g	6862
ChCC-v11009317m.g	3371
ChCC-v11009318m.g	3479
ChCC-v11009319m.g	4091
ChCC-v11009322m.g	1458
ChCC-v11009323m.g	1501
ChCC-v11009324m.g	4179
ChCC-v11009325m.g	2107
ChCC-v11009326m.g	3607
ChCC-v11009327m.g	445
ChCC-v11009328m.g	12918
ChCC-v11009329m.g	4190
ChCC-v11009333m.g	1971
ChCC-v11009334m.g	2683
ChCC-v11009335m.g	2702
ChCC-v11009337m.g	2796
ChCC-v11009340m.g	1573
ChCC-v11009341m.g	2575
ChCC-v11009342m.g	4391
ChCC-v11009344m.g	3773
ChCC-v11009345m.g	467
ChCC-v11009354m.g	3922
ChCC-v11009355m.g	417
ChCC-v11009356m.g	3912
ChCC-v11009357m.g	2940
ChCC-v11009359m.g	9425
ChCC-v11009364m.g	7394
ChCC-v11009365m.g	658
ChCC-v11009366m.g	1725
ChCC-v11009369m.g	1377
ChCC-v11009372m.g	4614
ChCC-v11009377m.g	2298
ChCC-v11009379m.g	6071
ChCC-v11009380m.g	434
ChCC-v11009384m.g	892
ChCC-v11009386m.g	1667
ChCC-v11009390m.g	2839
ChCC-v11009391m.g	2246
ChCC-v11009393m.g	5612
ChCC-v11009396m.g	2696
ChCC-v11009406m.g	2849
ChCC-v11009408m.g	484
ChCC-v11009411m.g	509
ChCC-v11009412m.g	2862
ChCC-v11009418m.g	1777
ChCC-v11009421m.g	2975
ChCC-v11009422m.g	2601
ChCC-v11009427m.g	3459
ChCC-v11009431m.g	1117
ChCC-v11009433m.g	790
ChCC-v11009435m.g	2673
ChCC-v11009436m.g	1472
ChCC-v11009439m.g	1157
ChCC-v11009441m.g	2181
ChCC-v11009443m.g	1912
ChCC-v11009444m.g	3682
ChCC-v11009445m.g	1816
ChCC-v11009446m.g	4798
ChCC-v11009447m.g	8305
ChCC-v11009451m.g	1899
ChCC-v11009454m.g	1777
ChCC-v11009455m.g	1490
ChCC-v11009457m.g	3662
ChCC-v11009458m.g	4337
ChCC-v11009459m.g	1324
ChCC-v11009460m.g	2722
ChCC-v11009466m.g	1533
ChCC-v11009467m.g	1453
ChCC-v11009468m.g	4979
ChCC-v11009470m.g	1502
ChCC-v11009471m.g	2929
ChCC-v11009472m.g	1689
ChCC-v11009473m.g	1466
ChCC-v11009475m.g	1038
ChCC-v11009476m.g	6406
ChCC-v11009478m.g	3568
ChCC-v11009480m.g	4991
ChCC-v11009482m.g	4208
ChCC-v11009486m.g	1307
ChCC-v11009492m.g	3462
ChCC-v11009500m.g	1169
ChCC-v11009502m.g	1331
ChCC-v11009503m.g	3402
ChCC-v11009504m.g	5141
ChCC-v11009507m.g	5434
ChCC-v11009510m.g	3204
ChCC-v11009515m.g	1842
ChCC-v11009518m.g	1304
ChCC-v11009521m.g	1629
ChCC-v11009525m.g	2402
ChCC-v11009528m.g	3507
ChCC-v11009529m.g	3238
ChCC-v11009533m.g	3001
ChCC-v11009534m.g	1505
ChCC-v11009536m.g	2259
ChCC-v11009542m.g	6792
ChCC-v11009543m.g	2629
ChCC-v11009544m.g	1883
ChCC-v11009547m.g	6507
ChCC-v11009548m.g	2017
ChCC-v11009551m.g	377
ChCC-v11009552m.g	3375
ChCC-v11009553m.g	1552
ChCC-v11009555m.g	5115
ChCC-v11009557m.g	1029
ChCC-v11009558m.g	5007
ChCC-v11009559m.g	6630
ChCC-v11009561m.g	933
ChCC-v11009564m.g	1534
ChCC-v11009565m.g	4896
ChCC-v11009569m.g	1612
ChCC-v11009570m.g	568
ChCC-v11009573m.g	1241
ChCC-v11009574m.g	13033
ChCC-v11009576m.g	4782
ChCC-v11009578m.g	2044
ChCC-v11009579m.g	9676
ChCC-v11009581m.g	3044
ChCC-v11009582m.g	2832
ChCC-v11009583m.g	2212
ChCC-v11009586m.g	3598
ChCC-v11009587m.g	2906
ChCC-v11009592m.g	5318
ChCC-v11009595m.g	2732
ChCC-v11009596m.g	2995
ChCC-v11009598m.g	6168
ChCC-v11009602m.g	1535
ChCC-v11009609m.g	954
ChCC-v11009611m.g	1776
ChCC-v11009614m.g	7667
ChCC-v11009619m.g	3474
ChCC-v11009622m.g	3566
ChCC-v11009629m.g	3015
ChCC-v11009646m.g	3110
ChCC-v11009647m.g	2605
ChCC-v11009648m.g	879
ChCC-v11009651m.g	5310
ChCC-v11009656m.g	1194
ChCC-v11009658m.g	1522
ChCC-v11009659m.g	3150
ChCC-v11009663m.g	5582
ChCC-v11009668m.g	2140
ChCC-v11009674m.g	5219
ChCC-v11009678m.g	3037
ChCC-v11009680m.g	4949
ChCC-v11009681m.g	3146
ChCC-v11009683m.g	3054
ChCC-v11009690m.g	2223
ChCC-v11009691m.g	5751
ChCC-v11009695m.g	2635
ChCC-v11009696m.g	3261
ChCC-v11009699m.g	2968
ChCC-v11009702m.g	1926
ChCC-v11009703m.g	3926
ChCC-v11009704m.g	2155
ChCC-v11009708m.g	1634
ChCC-v11009711m.g	8929
ChCC-v11009712m.g	3088
ChCC-v11009714m.g	1141
ChCC-v11009721m.g	2782
ChCC-v11009723m.g	2251
ChCC-v11009727m.g	3240
ChCC-v11009728m.g	4556
ChCC-v11009729m.g	6436
ChCC-v11009730m.g	1218
ChCC-v11009732m.g	2452
ChCC-v11009733m.g	9814
ChCC-v11009734m.g	2137
ChCC-v11009735m.g	1955
ChCC-v11009736m.g	3161
ChCC-v11009738m.g	5374
ChCC-v11009739m.g	1761
ChCC-v11009742m.g	1102
ChCC-v11009752m.g	3691
ChCC-v11009753m.g	1775
ChCC-v11009754m.g	1792
ChCC-v11009757m.g	1366
ChCC-v11009758m.g	4217
ChCC-v11009760m.g	2076
ChCC-v11009764m.g	2918
ChCC-v11009766m.g	2652
ChCC-v11009767m.g	4283
ChCC-v11009768m.g	927
ChCC-v11009770m.g	3721
ChCC-v11009771m.g	1828
ChCC-v11009777m.g	4643
ChCC-v11009778m.g	2430
ChCC-v11009779m.g	2076
ChCC-v11009789m.g	1429
ChCC-v11009790m.g	744
ChCC-v11009791m.g	2046
ChCC-v11009793m.g	4815
ChCC-v11009798m.g	621
ChCC-v11009800m.g	3162
ChCC-v11009805m.g	1435
ChCC-v11009807m.g	248
ChCC-v11009811m.g	2202
ChCC-v11009815m.g	3199
ChCC-v11009816m.g	1279
ChCC-v11009822m.g	1328
ChCC-v11009823m.g	1979
ChCC-v11009824m.g	9682
ChCC-v11009827m.g	1586
ChCC-v11009829m.g	874
ChCC-v11009830m.g	255
ChCC-v11009832m.g	712
ChCC-v11009838m.g	1225
ChCC-v11009839m.g	1179
ChCC-v11009840m.g	344
ChCC-v11009841m.g	5603
ChCC-v11009842m.g	3415
ChCC-v11009845m.g	1218
ChCC-v11009849m.g	218
ChCC-v11009852m.g	938
ChCC-v11009853m.g	625
ChCC-v11009855m.g	755
ChCC-v11009857m.g	354
ChCC-v11009870m.g	304
ChCC-v11009871m.g	1418
ChCC-v11009876m.g	310
ChCC-v11009877m.g	197
ChCC-v11009879m.g	1052
ChCC-v11009881m.g	6064
ChCC-v11009882m.g	4265
ChCC-v11009884m.g	188
ChCC-v11009885m.g	287
ChCC-v11009887m.g	1103
ChCC-v11009889m.g	853
ChCC-v11009890m.g	3381
ChCC-v11009892m.g	211
ChCC-v11009893m.g	281
ChCC-v11009894m.g	287
ChCC-v11009895m.g	868
ChCC-v11009901m.g	455
ChCC-v11009902m.g	598
ChCC-v11009906m.g	257
ChCC-v11009909m.g	1914
ChCC-v11009913m.g	490
ChCC-v11009915m.g	714
ChCC-v11009917m.g	1544
ChCC-v11009918m.g	356
ChCC-v11009922m.g	3236
ChCC-v11009925m.g	666
ChCC-v11009927m.g	6027
ChCC-v11009928m.g	4091
